ID,FPS,"LOOPTYPE(0 : Single, 1: Loop, 2 : PingPong)",,
BombExplosion,20,0,,
,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT
graphics/Strikers1945/BombExplosion.png,0,0,224,320
graphics/Strikers1945/BombExplosion.png,225,0,224,320
graphics/Strikers1945/BombExplosion.png,450,0,224,320
graphics/Strikers1945/BombExplosion.png,0,321,224,320
graphics/Strikers1945/BombExplosion.png,225,321,224,320
graphics/Strikers1945/BombExplosion.png,450,321,224,320
graphics/Strikers1945/BombExplosion.png,0,642,224,320
graphics/Strikers1945/BombExplosion.png,225,642,224,320
graphics/Strikers1945/BombExplosion.png,450,642,224,320
graphics/Strikers1945/BombExplosion.png,0,963,224,320
graphics/Strikers1945/BombExplosion.png,225,963,224,320
graphics/Strikers1945/BombExplosion.png,450,963,224,320
graphics/Strikers1945/BombExplosion.png,0,1284,224,320
graphics/Strikers1945/BombExplosion.png,225,1284,224,320
graphics/Strikers1945/BombExplosion.png,450,1284,224,320
graphics/Strikers1945/BombExplosion.png,0,1605,224,320
